ID,Kingdom,Phylum,Class,Order,Family Latin,Genum Latin,Species Name English,Species Name Latin,Subspecies Name Latin,Target kind,Breed,FCI classification,Pure breed,Second breed,Number of dogs,Continent,Country,Country Specification,Ref_Abbreviation,Type of source,Year,Human comparison
1630,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Fratercula,Atlantic puffin,Fratercula arctica,,living individuals and nests,Norwegian Lundehund,Spitz and primitive types,TRUE,,1,Europe,Norway,Lofoten,Watson 2013,book,2013,No comparison
1587,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Common ringed plover,Charadrius hiaticula,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
550,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Eurasian dotterel,Charadrius morinellus,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,1,Europe,Norway,,Byrkjedal 1987,scientific paper,1987,No comparison
1585,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Eurasian dotterel,Charadrius morinellus,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1622,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Eurasian dotterel,Charadrius morinellus,,living individuals,Vizsla,Pointers and Setters,TRUE,,1,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1299,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Eurasian dotterel,Charadrius morinellus,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Watson&Rae 1987,scientific paper,1987,No comparison
549,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,European golden plover,Pluvialis apricaria,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,1,Europe,Norway,,Byrkjedal 1987,scientific paper,1987,No comparison
2002,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,European golden plover,Pluvialis apricaria,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
1494,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,European golden plover,Pluvialis apricaria,,living individuals,Breed not mentioned,not classified,FALSE,,5,Europe,United Kingdom,Scotland,Parr 1992,scientific paper,1992,Dogs are equal
1586,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,European golden plover,Pluvialis apricaria,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1564,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,European golden plover,Pluvialis apricaria,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Ireland,,Watson&O´Hare 1979c,scientific paper,1979,Dogs are better
2001,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,Northern lapwing,Vanellus vanellus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
2008,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Eurasian oystercatcher,Haematopus ostralegus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
2114,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,Eurasian oystercatcher,Haematopus ostralegus,,"nests, dens, clutches, coveys, roosts",Norwegian Lundehund,Spitz and primitive types,TRUE,,6,Europe,Norway,,Rosell 2017,book,2017,Dogs are better
2116,Animalia,Chordata,Aves,Charadriiformes,Laridae,Ichthyaetus,"Pallas's gull, Great black-headed gull",Ichthyaetus ichthyaetus,,"nests, dens, clutches, coveys, roosts",Norwegian Lundehund,Spitz and primitive types,TRUE,,6,Europe,Norway,,Rosell 2017,book,2017,Dogs are better
1607,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Common sandpiper,Actitis hypoleucos,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
2020,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris ,Dunlin,Calidris alpina,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,Europe,United Kingdom,Scotland,Rae&Watson 1998,scientific paper,1998,Dogs are equal
1579,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris ,Dunlin,Calidris alpina,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1590,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris ,Dunlin,Calidris alpina,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
332,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,,,,living individuals,Breed not mentioned,not classified,FALSE,,3,Oceania,New Zealand,,Barker et al. 2005,scientific paper,2005,No comparison
892,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,,,,living individuals,English Setter,Pointers and Setters,TRUE,,2,Oceania,New Zealand,,Fraser,popular science magazine,,Dogs are better
318,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,,,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Miskelly et al. 2006,scientific paper,2006,No comparison
1583,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,,,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
884,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,Campbell Island snipe,Coenocorypha aucklandica,Coenocorypha aucklandica perseverance,living individuals,Gordon Setter,Pointers and Setters,TRUE,,1,Oceania,New Zealand,Campbell Island,Fraser,popular science magazine,,Dogs are better
879,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,Campbell Island snipe,Coenocorypha aucklandica,Coenocorypha aucklandica perseverance,living individuals,English Setter,Pointers and Setters,TRUE,,1,Oceania,New Zealand,Campbell Island,Miskelly 2006,popular science magazine,2006,No comparison
317,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,Campbell Island snipe,Coenocorypha aucklandica,Coenocorypha aucklandica perseverance,living individuals,Breed not mentioned,not classified,FALSE,,3,Oceania,New Zealand,,Miskelly&Baker 2009,scientific paper,2009,No comparison
430,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Coenocorypha,Campbell Island snipe,Coenocorypha aucklandica,Coenocorypha aucklandica perseverance,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Campbell Island,Miskelly&Fraser 2006,scientific paper,2006,No comparison
2004,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Common snipe,Gallinago gallinago,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
1298,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,Common snipe,Gallinago gallinago,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Ireland,,Watson&O´Hare 1979c,scientific paper,1979,Dogs are better
1569,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,Jack snipe,Lymnocryptes minimu,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Ireland,,Watson&O´Hare 1979c,scientific paper,1979,Dogs are better
1584,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,,,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1578,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,,,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
2006,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,"Eurasian curlew, common curlew",Numenius arquata,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
1615,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,,,,living individuals,Vizsla,Pointers and Setters,TRUE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1696,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Brittany Spaniel,Pointers and Setters,TRUE,,1,North America,USA,,Ammann 1963,scientific paper,1963,No comparison
1697,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Ammann 1977,scientific paper,1977,No comparison
2049,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,4,North America,USA,,Ammann 1982,scientific paper,1982,No comparison
2058,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Boggus&Whiting 1982,scientific paper,1982,No comparison
2045,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,USA,,Bourgois 1977,conference proceedings,1977,No comparison
2035,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Caldwell&Lindzey 1974,conference proceedings,1974,No comparison
2065,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Causey 1981,scientific paper,1981,Dogs are better
2031,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Chambers 1971,conference proceedings,1971,No comparison
2023,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Clark 1969,conference proceedings,1969,No comparison
2036,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Coon et al. 1974,conference proceedings,1974,No comparison
2051,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,4,North America,USA,,Coon et al. 1982,scientific paper,1982,No comparison
2043,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,Canada,,Couture&Bourgois 1977,conference proceedings,1977,No comparison
2435,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,"Rochert, Minnesota",Daly et al. 2017a,scientific paper,2017,No comparison
2436,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,"Rochert, Minnesota",Daly et al. 2017b,scientific paper,2017,No comparison
2064,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Dessecker 1993,scientific paper,1993,No comparison
2052,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Dwyer et al. 1982,scientific paper,1982,No comparison
2037,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Dyer&Hamilton 1974,conference proceedings,1974,No comparison
2040,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Dyer&Hamilton 1977,conference proceedings,1977,No comparison
2039,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Gore 1975,scientific paper,1975,No comparison
2046,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Goudy et al. 1977,conference proceedings,1977,No comparison
2033,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,USA,,Gregg 1974,conference proceedings,1974,No comparison
2050,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,USA,,Gregg 1982,scientific paper,1982,No comparison
1766,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,Wisconsin,Gregg 1984,scientific paper,1984,No comparison
2067,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Gregg et al. 2000,scientific paper,2000,No comparison
2445,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,Wisconsin,Gregg&Hale 1977,scientific paper,1977,No comparison
2068,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Gregory&Whiting 2000,scientific paper,2000,No comparison
2053,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Horton&Causey 1982,scientific paper,1982,No comparison
2055,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Johnson&Causey 1982,scientific paper,1982,No comparison
2437,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,"Rochert, Minnesota",Kramer et al. 2017,scientific paper,2017,No comparison
2041,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Kroll&Whiting 1977,conference proceedings,1977,No comparison
1793,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Lehman 1966,popular science magazine,1966,No comparison
1794,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Liscinsky 1972,scientific paper,1977,No comparison
2069,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Longcore et al. 2000,scientific paper,2000,No comparison
2027,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Marshall et al. 1971,conference proceedings,1971,No comparison
2028,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Martin&Britt 1971,conference proceedings,1971,No comparison
2056,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,Canada,,Mason et al. 1982,scientific paper,1982,No comparison
2066,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,McAuley et al. 1993,scientific paper,1993,No comparison
2073,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,McAuley et al. 2006,scientific paper,2006,No comparison
2441,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,Maine,McAuley et al. 2017,scientific paper,2017,No comparison
2060,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,McAuley&Longcore 1993,scientific paper,1993,No comparison
1815,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Mendall 1938,scientific paper,1938,No comparison
2072,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Mendall&Aldous 1943,book,1943,Dogs are better
2444,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,Pennsylvania,Miller&Jordan 2011,scientific paper,2011,No comparison
2439,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Moore et al. 2017,scientific paper,2017,No comparison
2061,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Murphy&Thompson 1993,scientific paper,1993,No comparison
2044,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,Canada,,Nicholson et al. 1977,conference proceedings,1977,No comparison
2024,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Odom&Ammann 1969,conference proceedings,1969,No comparison
2063,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Pace 1993,scientific paper,1993,No comparison
2038,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Pursglove 1974,conference proceedings,1974,No comparison
2029,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Pursglove&Doster 1971,conference proceedings,1971,No comparison
2047,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,1,North America,USA,,Rabe 1977,conference proceedings,1977,No comparison
2054,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Rabe&Prince 1982,scientific paper,1982,No comparison
2191,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Hound undetermined,Scenthounds,FALSE,,2,North America,USA,,Roboski&Causey 1981,scientific paper,1981,No comparison
2042,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,USA,,Sepik et al. 1977,conference proceedings,1977,No comparison
2070,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Sharpe et al. 2000,scientific paper,2000,Dogs are better
2026,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Sheldon 1969,conference proceedings,1969,No comparison
2032,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Simon et al. 1971,conference proceedings,1971,Dogs are better
2048,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,3,North America,USA,,Stamps&Doerr 1977,conference proceedings,1977,No comparison
1889,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Steketee&Robinson 1995,scientific paper,1995,No comparison
2438,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Llewellin setter,not classified,TRUE,,1,North America,USA,Texas,Sullins et al. 2017,scientific paper,2017,No comparison
2062,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Vander Haegen&Krohn 1993,scientific paper,1993,No comparison
2202,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Walker&Causey 1982,scientific paper,1982,No comparison
2034,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Pointing dog undetermined,Pointers and Setters,FALSE,,2,North America,USA,,Wenstrom 1974,conference proceedings,1974,No comparison
2025,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Whitcomb 1969,conference proceedings,1969,No comparison
2030,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,USA,,Whitcomb 1971,conference proceedings,1971,No comparison
2057,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Whiting&Boggus 1982,scientific paper,1982,No comparison
1970,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,New Jersey,Wright 1952,book,1952,No comparison
2071,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,American woodcock,Scolopax minor,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Ziel et al. 2006,scientific paper,2006,No comparison
2440,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,Eurasian woodcock,Scolopax rusticola,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,Europe,,,Goncalves et al. 2017,scientific paper,2017,No comparison
2010,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,Eurasian woodcock,Scolopax rusticola,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
2059,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Scolopax,Eurasian woodcock,Scolopax rusticola,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Ireland,,Wilson 1982,scientific paper,1982,No comparison
1608,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Common greenshank,Tringa nebularia,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1581,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Common greenshank,Tringa nebularia,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
2007,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Common redshank,Tringa totanus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
1580,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Common redshank,Tringa totanus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
2115,Animalia,Chordata,Aves,Charadriiformes,Sternidae,,,,,"nests, dens, clutches, coveys, roosts",Norwegian Lundehund,Spitz and primitive types,TRUE,,6,Europe,Norway,,Rosell 2017,book,2017,Dogs are better
2011,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,Common cuckoo,Cuculus canorus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
2014,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Merlin,Falco columbarius,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Jenkins&Watson 2001,scientific paper,2001,No comparison
786,Animalia,Chordata,Aves,Galliformes,,,,,,living individuals,Setter undetermined,Pointers and Setters,FALSE,,1,North America,USA,,Wight 1931,scientific paper,1931,Dogs are better
