ID,Kingdom,Phylum,Class,Order,Family Latin,Genum Latin,Species Name English,Species Name Latin,Subspecies Name Latin,Target kind,Breed,FCI classification,Pure breed,Second breed,Number of dogs,Continent,Country,Country Specification,Ref_Abbreviation,Type of source,Year,Human comparison
2195,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Ips,Spruce bark beetle,Ips typographus,,"living individuals, eggs and scat/saliva",Breed not mentioned,not classified,FALSE,,1,Europe,Sweden,,Schlyter et al. 2012,conference proceedings,2012,No comparison
382,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhynochophorus,Red palm weevil,Rhynchophorus ferrugineus,,living individuals,Golden Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Asia,Israel,,Nakash et al. 2000,scientific paper,2000,Dogs are better
1434,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhynochophorus,Red palm weevil,Rhynchophorus ferrugineus,,living individuals,Rottweiler,Pinshers and Schnauzers,TRUE,,1,Europe,Italy,,Soroker et al. 2013,conference proceedings,2013,Dogs are equal
1433,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhynochophorus,Red palm weevil,Rhynchophorus ferrugineus,,living individuals,Golden Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,Italy,,Soroker et al. 2013,conference proceedings,2013,Dogs are equal
1230,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Rhynochophorus,Red palm weevil,Rhynchophorus ferrugineus,,living individuals and nests,Golden Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,Italy,,Suma et al. 2014,scientific paper,2014,No comparison
2084,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Scolytinae,,,,"living individuals, eggs and scat/saliva",Malinois,Sheepdogs and Cattledogs,TRUE,,1,Europe,Czech Republic,,Binda 2017,popular science webpage,2017,Dogs are better
35,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Scolytinae,,,,living individuals,Terrier undetermined,Terriers,FALSE,41,1,Europe,Germany,,Feicht 2006,popular science magazine,2006,No comparison
36,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Scolytinae,,,,living individuals,German Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,Europe,Germany,,Feicht 2006,popular science magazine,2006,No comparison
2157,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Scolytinae,,,,"living individuals, eggs and scat/saliva",Malinois,Sheepdogs and Cattledogs,TRUE,,2,Europe,Sweden,,Svensson 2015,popular science magazine,2015,Dogs are better
213,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenocerus,Australian Carpet beetle,Anthrenocerus australis,,living individuals,Harrier,Scenthounds,TRUE,,6,Oceania,New Zealand,,Koh Ee 2015,scientific paper,2015,No comparison
2526,Animalia,Arthropoda,Insecta,Coleoptera,Lucaninae,Lucanus,Stag beetle,Lucanus cervus,,eggs/larvae and adults,Malinois,Sheepdogs and Cattledogs,TRUE,,1,Europe,Belgium,,Stockmans et al. 2019,conference proceedings,2019,No comparison
2201,Animalia,Arthropoda,Insecta,Coleoptera,Lucaninae,Lucanus,Stag beetle,Lucanus cervus,,living individuals and nests,Mix,not classified,FALSE,,2,Europe,Belgium,,Terpelle 2016,scientific paper,2016,No comparison
2536,Animalia,Arthropoda,Insecta,Coleoptera,Lucaninae,Lucanus,Stag beetle,Lucanus cervus,,"scat, urine, saliva, glandular secretion",Mix,not classified,FALSE,,2,Europe,Netherlands,,Van Cauteren 2016,scientific paper,2016,No comparison
2535,Animalia,Arthropoda,Insecta,Coleoptera,Lucaninae,Lucanus,Stag beetle,Lucanus cervus,,"scat, urine, saliva, glandular secretion",Malinois,Sheepdogs and Cattledogs,TRUE,,1,Europe,Netherlands,,Van Cauteren 2016,scientific paper,2016,No comparison
2230,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oryctes,Asiatic (coconut) rhinoceros beetle,Oryctes rhinoceros,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,North America,USA,Hawaii,Rosenthal 2017,popular science webpage,2017,No comparison
2231,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oryctes,Asiatic (coconut) rhinoceros beetle,Oryctes rhinoceros,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,Hawaii,Rosenthal 2017,popular science webpage,2017,No comparison
2229,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oryctes,Asiatic (coconut) rhinoceros beetle,Oryctes rhinoceros,,living individuals and nests,Beagle,Scenthounds,TRUE,,1,North America,USA,Hawaii,Rosenthal 2017,popular science webpage,2017,No comparison
1087,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Osmoderma,Hermit beetle,Osmoderma eremita,,living individuals,Irish Terrier,Terriers,TRUE,,1,Europe,Germany,,Brunnert 2017,newspaper,2017,No comparison
2337,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Osmoderma,Hermit beetle,Osmoderma eremita,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,Europe,Austria,Styria,Friess et al. 2020,scientific paper,2020,No comparison
1243,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Osmoderma,Hermit beetle,Osmoderma eremita,,living individuals,Golden Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Italy,,Mosconi et al. 2017,scientific paper,2017,No comparison
2531,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Osmoderma,Hermit beetle,Osmoderma eremita,,"living individuals, eggs and scat/saliva",Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Belgium,,Stockmans et al. 2019,conference proceedings,2019,No comparison
2377,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Popillia,Japanese beetle,Popillia japonica,,"living individuals, eggs and scat/saliva",Australian Cattle Dog,Sheepdogs and Cattledogs,TRUE,,3,Europe,Switzerland,Airsdorf,Spielmann 2020,newspaper,2020,No comparison
188,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Cochliomyia,New world screwworm fly,Cochliomyia hominivorax,,living individuals,German Wire-Haired Pointer,Pointers and Setters,TRUE,,1,North America,USA,border to USA,Welch 1990,scientific paper,1990,No comparison
2232,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Mediterranean fruit fly,Ceratitis capitata,,living individuals and nests,Beagle,Scenthounds,TRUE,,1,North America,USA,Hawaii,Rosenthal 2017,popular science webpage,2017,No comparison
2233,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Mediterranean fruit fly,Ceratitis capitata,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,North America,USA,Hawaii,Rosenthal 2017,popular science webpage,2017,No comparison
2234,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Mediterranean fruit fly,Ceratitis capitata,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,Hawaii,Rosenthal 2017,popular science webpage,2017,No comparison
964,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Beagle,Scenthounds,TRUE,,2,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
958,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,73,1,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
960,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Terrier undetermined,Terriers,FALSE,43,1,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
962,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Coonhound undetermined,Scenthounds,FALSE,43,1,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
961,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Golden Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
965,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,3,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
959,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Beagle,Scenthounds,FALSE,72,1,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
963,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Beagle,Scenthounds,FALSE,36,1,North America,USA,,Cooper et al. 2014,scientific paper,2014,No comparison
395,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Belgian Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,Europe,Germany,,Die Welt 2011,newspaper,2011,Dogs are better
2521,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals and scat/saliva,Breed not mentioned,not classified,FALSE,,1,Oceania,Australia,,Doggett et al. 2011,conference proceedings,2011,No comparison
2522,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals and scat/saliva,Breed not mentioned,not classified,FALSE,,1,Oceania,Australia,,Doggett et al. 2012,scientific paper,2012,No comparison
2520,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals and scat/saliva,Breed not mentioned,not classified,FALSE,,1,Oceania,Australia,,Doggett&Russel 2007,conference proceedings,2007,No comparison
1767,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Grossmann 2011,conference proceedings,2011,No comparison
541,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Germany,,Hochreither 2016,popular science magazine,2016,Dogs are better
421,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Lewis et al. 2013,scientific paper,2013,Mixed results
1076,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Breed not mentioned,not classified,FALSE,,1,Europe,Italy,,Masini et al. 2017,popular science magazine,2017,No comparison
174,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,eggs/larvae and adults,Jack Russel Terrier,Terriers,TRUE,,1,North America,USA,,Pfiester et al. 2008,scientific paper,2008,No comparison
173,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,eggs/larvae and adults,Chinese Crested Dog,Companion and Toy Dogs,TRUE,,1,North America,USA,,Pfiester et al. 2008,scientific paper,2008,No comparison
172,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,eggs/larvae and adults,Beagle,Scenthounds,TRUE,,3,North America,USA,,Pfiester et al. 2008,scientific paper,2008,No comparison
175,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,eggs/larvae and adults,Beagle,Scenthounds,FALSE,41,2,North America,USA,,Pfiester et al. 2008,scientific paper,2008,No comparison
1075,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,German Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,Europe,Germany,,UrbanDog 2016,popular science webpage,2016,No comparison
1074,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,living individuals,Australian Cattle Dog,Sheepdogs and Cattledogs,TRUE,,1,Europe,Germany,,UrbanDog 2016,popular science webpage,2016,No comparison
1439,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Common bed bug,Cimex lectularius,,"living individuals, eggs and scat/saliva",Breed not mentioned,not classified,FALSE,,1,North America,USA,,Vaidyanathan&Feldlaufer 2013,scientific paper,2013,No comparison
1792,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,Brown marmorated stink bug,Halyomorpha halys,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,North America,USA,"Maryland, West Virginia",Lee et al. 2014,scientific paper,2014,Dogs are better
792,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,,,,living individuals,Golden Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,4,North America,USA,,Carlton 2007,newspaper,2007,Dogs are better
806,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,,,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,,Jackson 2012,newspaper,2012,Dogs are better
924,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,,,,living individuals,Golden Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,2,North America,USA,,Wine Institute 2006,popular science magazine,2006,No comparison
1432,Animalia,Arthropoda,Insecta,Hemiptera,Pseudococcidae,Planococcus,Vine mealybug,Planococcus ficus,,living individuals,Retriever undetermined,"Retrievers, Flushing dogs, Water dogs",TRUE,,3,North America,USA,California,Russell 2007a,newspaper,2007,Dogs are better
623,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Triatoma,,Triatoma guasayana,,living individuals,German Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,South America,Paraguay,,Rolón et al. 2011,scientific paper,2011,No comparison
440,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Triatoma,Winchuka,Triatoma infestans,,living individuals,German Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,South America,Paraguay,,Rolón et al. 2011,scientific paper,2011,No comparison
622,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Triatoma,,Triatoma sordida,,living individuals,German Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,South America,Paraguay,,Rolón et al. 2011,scientific paper,2011,No comparison
44,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Great yellow bumblebee,Bombus distinguendus,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Waters et al. 2011,scientific paper,2011,No comparison
167,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Garden bumblebee,Bombus hortorum,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,United Kingdom,,O'Connor et al. 2012,scientific paper,2012,No comparison
170,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Tree bumblebee,Bombus hypnorum,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,United Kingdom,,O'Connor et al. 2012,scientific paper,2012,No comparison
46,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Small heath bumblebee,Bombus jonellus,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Waters et al. 2011,scientific paper,2011,No comparison
168,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Red-tailed bumblebee,Bombus lapidarius,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,United Kingdom,,O'Connor et al. 2012,scientific paper,2012,No comparison
45,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Red-tailed bumblebee,Bombus lapidarius,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Waters et al. 2011,scientific paper,2011,No comparison
166,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,White-tailed bumblebee,Bombus lucorum,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,United Kingdom,,O'Connor et al. 2012,scientific paper,2012,No comparison
43,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Large carder bee,Bombus muscorum,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Waters et al. 2011,scientific paper,2011,No comparison
169,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Common carder bee,Bombus pascuorum,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,United Kingdom,,O'Connor et al. 2012,scientific paper,2012,No comparison
1032,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bumble bee nests,Bombus terrestris,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,,Goulson 2014,book,2014,Dogs are equal
165,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bumble bee nests,Bombus terrestris,,"nests, dens, clutches, coveys, roosts",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,United Kingdom,,O'Connor et al. 2012,scientific paper,2012,No comparison
2078,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Overseen Lasius,Lasius neglectus,,living individuals,Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Austria,,Baschung&Karp 2019,conference proceedings,2019,No comparison
2079,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Overseen Lasius,Lasius neglectus,,living individuals,German Hunt Terrier,Terriers,FALSE,,1,Europe,Austria,,Baschung&Karp 2019,conference proceedings,2019,No comparison
2421,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,Argentine ant,Linepithema humile,,living individuals and nests,Breed not mentioned,not classified,FALSE,,2,North America,USA,Santa Cruz Island,Boser 2019,scientific paper,2019,No comparison
1771,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,Argentine ant,Linepithema humile,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,South America,Ecuador,Santa Cruz (Galapagos),Heber 2017,popular science webpage,2017,No comparison
302,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,Argentine ant,Linepithema humile,,living individuals,Welsh Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Oceania,New Zealand,,Ward et al. 2014,scientific paper,2014,No comparison
